SEASON_NUMBER,STARTUP_NAME,EPISODE_NUMBER,PITCH_NUMBER,SEASON_START,SEASON_END,ORIGINAL_AIR_DATE,INDUSTRY,BUSINESS_DESCRIPTION,COMPANY_WEBSITE,PITCHERS_GENDER,PITCHERS_AVERAGE_AGE,PITCHERS_CITY,PITCHERS_STATE,ENTREPRENEUR_NAMES,MULTIPLE_ENTREPRENEURS,US_VIEWERSHIP,ORIGINAL_ASK_AMOUNT,ORIGINAL_OFFERED_EQUITY,VALUATION_REQUESTED,GOT_DEAL,TOTAL_DEAL_AMOUNT,TOTAL_DEAL_EQUITY,DEAL_VALUATION,NUMBER_OF_SHARKS_IN_DEAL,INVESTMENT_AMOUNT_PER_SHARK,EQUITY_PER_SHARK,ROYALTY_DEAL,ADVISORY_SHARES_EQUITY,LOAN,DEAL_HAS_CONDITIONS,BARBARA_CORCORAN_INVESTMENT_AMOUNT,BARBARA_CORCORAN_INVESTMENT_EQUITY,MARK_CUBAN_INVESTMENT_AMOUNT,MARK_CUBAN_INVESTMENT_EQUITY,LORI_GREINER_INVESTMENT_AMOUNT,LORI_GREINER_INVESTMENT_EQUITY,ROBERT_HERJAVEC_INVESTMENT_AMOUNT,ROBERT_HERJAVEC_INVESTMENT_EQUITY,DAYMOND_JOHN_INVESTMENT_AMOUNT,DAYMOND_JOHN_INVESTMENT_EQUITY,KEVIN_O_LEARY_INVESTMENT_AMOUNT,KEVIN_O_LEARY_INVESTMENT_EQUITY,GUEST_INVESTMENT_AMOUNT,GUEST_INVESTMENT_EQUITY,GUEST_NAME,BARBARA_CORCORAN_PRESENT,MARK_CUBAN_PRESENT,LORI_GREINER_PRESENT,ROBERT_HERJAVEC_PRESENT,DAYMOND_JOHN_PRESENT,KEVIN_O_LEARY_PRESENT,GUEST_PRESENT
13,SoaPen,4,1106,8-Oct-21,20-May-22,29-Oct-21,Lifestyle/Home,Soap pen,soapen.com,Female,Young,,,Amanat Anand and Shubham Issar,1.0,3.8,100000.0,10.0,1000000.0,1.0,100000.0,10.0,1000000.0,1.0,100000.0,10.0,yes,,,,,,,,,,,,,,,,100000.0,10.0,Nirav Tolia,,,,,,,
13,54Thrones,4,1107,8-Oct-21,20-May-22,29-Oct-21,Fashion/Beauty,African shea butter,54thrones.com,Female,Young,,,Christina Tegbe,0.0,3.8,250000.0,10.0,2500000.0,1.0,250000.0,17.5,1428571.0,2.0,125000.0,8.75,,,,,,,,,,,,,,,125000.0,8.75,125000.0,8.75,Nirav Tolia,,,,,,,
13,Wedfuly,5,1108,8-Oct-21,20-May-22,5-Nov-21,Technology/Software,virtual weddings app,,Female,Middle,,,Carolyn Creidenberg,0.0,3.95,200000.0,5.0,4000000.0,1.0,200000.0,10.0,2000000.0,1.0,200000.0,10.0,,,,,,,,,,,200000.0,10.0,,,,,,,,,,,,,,
13,Wad-Free,5,1109,8-Oct-21,20-May-22,5-Nov-21,Lifestyle/Home,wad preventer for washing machines,wadfree.com,Female,Middle,,,Cyndi Bray,0.0,3.95,200000.0,5.0,4000000.0,1.0,200000.0,10.0,2000000.0,1.0,200000.0,10.0,yes,,,,,,,,,,,,,,200000.0,10.0,,,,,,,,,,
13,Beulr,5,1110,8-Oct-21,20-May-22,5-Nov-21,Technology/Software,Bot that attends and records Zoom meetings,beulr.com,Male,Young,,,Peter Solimine,0.0,3.95,150000.0,20.0,750000.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13,Spergo,5,1111,8-Oct-21,20-May-22,5-Nov-21,Fashion/Beauty,Inspirational clothing line,spergo.com,Mixed Team,Middle,,,Trey Brown and Sherell Peterson,1.0,3.95,300000.0,10.0,3000000.0,1.0,300000.0,20.0,1500000.0,1.0,300000.0,20.0,,,,,,,,,,,,,300000.0,20.0,,,,,,,,,,,,
13,FishFixe,6,1112,8-Oct-21,20-May-22,12-Nov-21,Food and Beverage,Seafood delivery service,fishfixe.com,Female,Middle,,,Emily Castro and Melissa Harrington,1.0,3.58,200000.0,15.0,1333333.0,1.0,200000.0,25.0,800000.0,1.0,200000.0,25.0,,,,,,,,,200000.0,25.0,,,,,,,,,,,,,,,,
13,HelloPrenup,6,1113,8-Oct-21,20-May-22,12-Nov-21,Lifestyle/Home,"quick, inexpensive prenuptial agreement service",https://helloprenup.com/,Female,Middle,,,Sarabeth Jaffe and Julia Rodgers,1.0,3.58,150000.0,10.0,1500000.0,1.0,150000.0,30.0,500000.0,2.0,75000.0,15.0,,,,,,,,,,,,,,,75000.0,15.0,75000.0,15.0,Nirav Tolia,,,,,,,
13,Deux,6,1114,8-Oct-21,20-May-22,12-Nov-21,Food and Beverage,"Edible, vegan cookie dough",eatdeux.com,Female,Middle,,,Sabeena Ladha,0.0,3.58,300000.0,10.0,3000000.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13,Hidrent,6,1115,8-Oct-21,20-May-22,12-Nov-21,Lifestyle/Home,Firefighter contractor service for home projects,hidrent.com,Male,Middle,,,Dave Heimbuch,0.0,3.58,300000.0,8.0,3750000.0,1.0,300000.0,33.33,900090.0,2.0,150000.0,16.665,,,,,,,,,150000.0,16.665,150000.0,16.665,,,,,,,,,,,,,,
13,SheetsLaundryClub,7,1116,8-Oct-21,20-May-22,19-Nov-21,Lifestyle/Home,Plastic-free dissolvable laundry detergent sheets,sheetslaundryclub.com,Male,Middle,,,Chris Videau and Chris Campbell,1.0,4.34,500000.0,5.0,10000000.0,1.0,500000.0,8.0,6250000.0,1.0,500000.0,8.0,,,,,,,,,,,,,,,,,500000.0,8.0,Daniel Lubetzky,,,,,,,
13,PinkPicasso,7,1117,8-Oct-21,20-May-22,19-Nov-21,Lifestyle/Home,paint by numbers paint kit,pinkpicassokits.com,Female,Middle,,,Ashley and Brittany Silfies,1.0,4.34,400000.0,5.0,8000000.0,1.0,500000.0,15.0,3333333.0,2.0,250000.0,7.5,,,,,,,,,250000.0,7.5,,,,,,,250000.0,7.5,Daniel Lubetzky,,,,,,,
13,Love&Pebble,7,1118,8-Oct-21,20-May-22,19-Nov-21,Fashion/Beauty,diy beauty pop face masks,,Mixed Team,Middle,,,Paul Tran and Lynda Truong,1.0,4.34,150000.0,10.0,1500000.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13,ZachZoeSweetBeeFarm,7,1119,8-Oct-21,20-May-22,19-Nov-21,Food and Beverage,home grown raw honey blended with superfruits,,Mixed Team,Young,,,"Zachary, Zoe, Kam, and Summer Johnson",1.0,4.34,150000.0,10.0,1500000.0,1.0,150000.0,15.0,1000000.0,1.0,150000.0,15.0,,,,,150000.0,15.0,,,,,,,,,,,,,,,,,,,,
13,Wendy'sGnomeShop,8,1120,8-Oct-21,20-May-22,10-Dec-21,Lifestyle/Home,Decorative gnomes for the holidays,,Female,Middle,,,Wendy Hoffmeister,0.0,3.57,200000.0,20.0,1000000.0,1.0,200000.0,30.0,666667.0,1.0,200000.0,30.0,,,,,,,,,,,,,200000.0,30.0,,,,,,,,,,,,
13,OrnamentAnchor,8,1121,8-Oct-21,20-May-22,10-Dec-21,Fashion/Beauty,Secure ornament hangers,,Mixed Team,Young,,,"Sofia, Amanda, Ayaan, Hamza, and Mika’il Naqvi",1.0,3.57,90000.0,5.0,1800000.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13,TheRealElf,8,1122,8-Oct-21,20-May-22,10-Dec-21,Lifestyle/Home,personal digital messages,,,Young,,,Tommy Holl,0.0,3.57,125000.0,25.0,500000.0,1.0,125000.0,35.0,357143.0,1.0,125000.0,35.0,,,75000.0,,125000.0,35.0,,,,,,,,,,,,,,,,,,,,
13,Santa'sEnchantedMailbox,8,1123,8-Oct-21,20-May-22,10-Dec-21,Lifestyle/Home,Magical mailbox for sending letters to Santa,,Mixed Team,Middle,,,Elisa and Chris Cirri,1.0,3.57,150000.0,30.0,500000.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13,MaxproFitness,9,1124,8-Oct-21,20-May-22,17-Dec-21,Health/Wellness,Portable resistant band machine,,Male,Middle,,,Nezar Akeel,0.0,3.67,500000.0,2.5,20000000.0,1.0,500000.0,3.0,16666667.0,1.0,500000.0,3.0,,,,,,,500000.0,3.0,,,,,,,,,,,,,,,,,,
13,BananaLoca,9,1125,8-Oct-21,20-May-22,17-Dec-21,Food and Beverage,Banana coring and filling tool,bananaloca.com,Mixed Team,Middle,,,Renee Heath and Bechara Jaouden,1.0,3.67,250000.0,25.0,1000000.0,1.0,250000.0,25.0,0.0,2.0,125000.0,12.5,yes,,,,,,125000.0,12.5,,,,,,,125000.0,12.5,,,,,,,,,,
13,LiberateStudio,9,1126,8-Oct-21,20-May-22,17-Dec-21,Health/Wellness,Mental health fitness classes,,Female,Middle,,,Liv Bowser,0.0,3.67,200000.0,10.0,2000000.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13,Tenikle,9,1127,8-Oct-21,20-May-22,17-Dec-21,Lifestyle/Home,Suction tripod and mount,,Male,Middle,,,Hans Dose,0.0,3.67,200000.0,10.0,2000000.0,1.0,200000.0,30.0,666667.0,1.0,200000.0,30.0,,,,,,,,,,,,,200000.0,30.0,,,,,,,,,,,,
13,Snactiv,10,1128,8-Oct-21,20-May-22,7-Jan-22,Lifestyle/Home,Mess-free snacking tool,snactiv.com,Male,Middle,,,Kevin Choi and Edwin Cho,1.0,4.59,200000.0,10.0,2000000.0,1.0,200000.0,20.0,1000000.0,2.0,100000.0,10.0,,,,,,,,,100000.0,10.0,,,,,,,100000.0,10.0,Kevin Hart,,,,,,,
13,SmartTireCompany,10,1129,8-Oct-21,20-May-22,7-Jan-22,Automotive,High-performance airless tires,https://www.smarttirecompany.com/,Male,Middle,,,Brian Yennie and Earl Cole,1.0,4.59,500000.0,2.5,20000000.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13,Candi,10,1130,8-Oct-21,20-May-22,7-Jan-22,Technology/Software,Personal celebrity video chats,meetcandi.com,Mixed Team,Middle,,,Keithan and Quiante Hendrick,1.0,4.59,500000.0,15.0,3333333.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13,BlackSandsEntertainment,10,1131,8-Oct-21,20-May-22,7-Jan-22,Media/Entertainment,"Culturally diverse comics, animations, and other media",blacksands.com,Mixed Team,Middle,,,"Geiszel Godoy, Manual Godoy, and Teunis De Raat",1.0,4.59,500000.0,5.0,10000000.0,1.0,500000.0,30.0,1666667.0,2.0,250000.0,15.0,,,,,,,250000.0,15.0,,,,,,,,,250000.0,15.0,Kevin Hart,,,,,,,
13,VaBroom,11,1132,8-Oct-21,20-May-22,14-Jan-22,Lifestyle/Home,Broom that is also a vacuum,,Male,Middle,,,Trever Lambert and John Vadnais,1.0,3.85,350000.0,2.5,14000000.0,1.0,350000.0,2.5,14000000.0,1.0,350000.0,2.5,yes,,,,,,,,,,,,,,350000.0,2.5,,,,,,,,,,
13,MustLove,11,1133,8-Oct-21,20-May-22,14-Jan-22,Food and Beverage,Plant-based vegan ice cream alternative,,Female,Middle,,,Hannah Hong and Mollie Cha,1.0,3.85,600000.0,7.5,8000000.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13,Romperjack,11,1134,8-Oct-21,20-May-22,14-Jan-22,Fashion/Beauty,Men’s rompers,,Male,Middle,,,Justin Clark and Wyatt Thompson,1.0,3.85,200000.0,5.0,4000000.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13,RoqInnovation,11,1135,8-Oct-21,20-May-22,14-Jan-22,Lifestyle/Home,Innovative hats with lights,,Female,Middle,,,Racquel Graham,0.0,3.85,200000.0,15.0,1333333.0,1.0,200000.0,20.0,1000000.0,2.0,100000.0,10.0,yes,,,,,,,,,,,,,,100000.0,10.0,100000.0,10.0,Peter Jones,,,,,,,
13,TaniaSpeaks,12,1136,8-Oct-21,20-May-22,21-Jan-22,Fashion/Beauty,Organic skin and brow solutions,,Female,Young,,,Tania Speaks,0.0,4.2,400000.0,10.0,4000000.0,1.0,400000.0,15.0,2666667.0,1.0,400000.0,15.0,,,,,,,400000.0,15.0,,,,,,,,,,,,,,,,,,
13,TA3Swimwear,12,1137,8-Oct-21,20-May-22,21-Jan-22,Fitness/Sports/Outdoors,Shaping swimwear for women,,Female,Middle,,,Lelia Shams,0.0,4.2,500000.0,10.0,5000000.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13,HiccAway,12,1138,8-Oct-21,20-May-22,21-Jan-22,Health/Wellness,Hiccup treatment straw,,Mixed Team,Middle,,,"Ali Seifi, Amanda Azarpour, and Victor Feldberg",1.0,4.2,250000.0,10.0,2500000.0,1.0,250000.0,20.0,1250000.0,1.0,250000.0,20.0,,,,,,,250000.0,20.0,,,,,,,,,,,,,,,,,,
13,TristenIkaika,12,1139,8-Oct-21,20-May-22,21-Jan-22,Lifestyle/Home,rings made from spoons and other recycled materials,,Male,Young,,,Tristen Ikaika,0.0,4.2,250000.0,5.0,5000000.0,1.0,250000.0,15.0,1666667.0,1.0,250000.0,15.0,,,,,,,,,,,,,,,250000.0,15.0,,,,,,,,,,
13,KettleGryp,13,1140,8-Oct-21,20-May-22,28-Jan-22,Lifestyle/Home,Grip that turns dumbbells into kettlebells,,Male,Middle,,,Daniel Sheppard and Andrew Thomas,1.0,3.9,300000.0,10.0,3000000.0,1.0,300000.0,15.0,2000000.0,1.0,300000.0,15.0,,,,,,,,,300000.0,15.0,,,,,,,,,,,,,,,,
13,CalmStrips,13,1141,8-Oct-21,20-May-22,28-Jan-22,Health/Wellness,Textured strips to calm anxiety,,Mixed Team,Middle,,,Michael Malkin and Luce Fuller,1.0,3.9,250000.0,10.0,2500000.0,1.0,250000.0,0.0,0.0,1.0,250000.0,0.0,yes,,,,,,,,,,250000.0,0.0,,,,,,,,,,,,,,
13,TheBlowzee,13,1142,8-Oct-21,20-May-22,28-Jan-22,Health/Wellness,Device to reduce germs while blowing out candles,,Male,Middle,,,Mark Apelt and Mark Lareau,1.0,3.9,100000.0,20.0,500000.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13,OverEZChickenCoop,13,1143,8-Oct-21,20-May-22,28-Jan-22,Uncertain/Other,"Custom, easy-assemble chicken coops",,Male,Old,,,Chet Beiler,0.0,3.9,1000000.0,1.0,100000000.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13,RangeBeauty,14,1144,8-Oct-21,20-May-22,25-Feb-22,Fashion/Beauty,Inclusive makeup and skincare products,,Female,Middle,,,Myisha Fantroy and Alicia Scott,1.0,3.45,150000.0,6.0,2500000.0,1.0,150000.0,20.0,750000.0,2.0,75000.0,10.0,,,,,,,,,75000.0,10.0,,,,,,,75000.0,10.0,Emma Grede,,,,,,,
13,DiaperDust,14,1145,8-Oct-21,20-May-22,25-Feb-22,Health/Wellness,Powder that controls diaper odors,,Female,Middle,,,Regina Crisci,0.0,3.45,75000.0,40.0,187500.0,1.0,75000.0,40.0,187500.0,1.0,75000.0,40.0,,,,,,,75000.0,40.0,,,,,,,,,,,,,,,,,,
13,PinoleBlue,14,1146,8-Oct-21,20-May-22,25-Feb-22,Food and Beverage,Foods made with blue corn,,Mixed Team,Middle,,,"Kate Kung-McIntyre, Eddie Sandoval, and Kyle Offut",1.0,3.45,300000.0,10.0,3000000.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13,Junobie,14,1147,8-Oct-21,20-May-22,25-Feb-22,Food and Beverage,Reusable breast milk storage bags,,Female,Middle,,,Nikeytha “Nickey” Ramsey,0.0,3.45,100000.0,10.0,1000000.0,1.0,100000.0,22.5,444444.0,1.0,100000.0,22.5,,,,,,,,,,,,,,,,,100000.0,22.5,Emma Grede,,,,,,,
13,Curie,15,1148,8-Oct-21,20-May-22,11-Mar-22,Fashion/Beauty,Aluminum-free deodorants and hand sanitizers,,Female,Middle,,,Sarah Moret,0.0,3.55,300000.0,5.0,6000000.0,1.0,300000.0,12.0,2500000.0,2.0,150000.0,6.0,yes,,,,150000.0,6.0,150000.0,6.0,,,,,,,,,,,,,,,,,,
13,NogginBoss,15,1149,8-Oct-21,20-May-22,11-Mar-22,Fitness/Sports/Outdoors,Large promotional hats for sports teams,,Male,Middle,,,Gabe Cooper and Sean Starner,1.0,3.55,50000.0,25.0,200000.0,1.0,50000.0,30.0,166667.0,1.0,50000.0,30.0,,,,,,,,,,,,,50000.0,30.0,,,,,,,,,,,,
13,BehaveBras,15,1150,8-Oct-21,20-May-22,11-Mar-22,Fashion/Beauty,Supportive bras for larger breasts,,Female,Middle,,,Athena Kasvikis,0.0,3.55,150000.0,15.0,1000000.0,1.0,150000.0,20.0,750000.0,1.0,150000.0,20.0,,,,,,,,,,,,,,,150000.0,20.0,,,,,,,,,,
13,Ade+Ayo,15,1151,8-Oct-21,20-May-22,11-Mar-22,Fashion/Beauty,African print clothing for children,,Mixed Team,Middle,,,Temidayo and Abisola Adedokun,1.0,3.55,175000.0,10.0,1750000.0,1.0,700000.0,33.3,2102102.0,1.0,700000.0,33.3,,,500000.0,,700000.0,33.3,,,,,,,,,,,,,,,,,,,,
13,Sunflow,16,1152,8-Oct-21,20-May-22,18-Mar-22,Business Services,Easy-fold beach chairs with accessory options,,Mixed Team,Middle,,,Greg Besner and Leslie Hsu,1.0,3.43,1000000.0,6.0,16666667.0,1.0,1000000.0,5.0,20000000.0,1.0,1000000.0,5.0,yes,,,,,,,,,,,,,,1000000.0,5.0,,,,,,,,,,
13,Prepdeck,16,1153,8-Oct-21,20-May-22,18-Mar-22,Lifestyle/Home,Kitchen organization tool system,,Male,Middle,,,Alexander Eburne,0.0,3.43,750000.0,7.5,10000000.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13,Ootbox,16,1154,8-Oct-21,20-May-22,18-Mar-22,Business Services,"Portable, temporary outdoor offices made from shipping containers",,Mixed Team,Middle,,,Robbie Friedman and Allison Zofan,1.0,3.43,300000.0,5.0,6000000.0,1.0,300000.0,10.0,3000000.0,1.0,300000.0,10.0,,,,,300000.0,10.0,,,,,,,,,,,,,,,,,,,,
13,DoAmore,16,1155,8-Oct-21,20-May-22,18-Mar-22,Business Services,"Sustainable, ethically-sourced engagement rings that provide clean water",,Male,Middle,,, Krish Himmatramka,0.0,3.43,600000.0,6.0,10000000.0,1.0,600000.0,15.0,4000000.0,1.0,600000.0,15.0,,,,,,,,,,,,,,,,,600000.0,15.0,Daniel Lubetzky,,,,,,,
13,YoungKingHairCare,17,1156,8-Oct-21,20-May-22,25-Mar-22,Fashion/Beauty,Haircare products for men of color,,Mixed Team,Middle,,,Stefan and Cora Miller,1.0,3.43,225000.0,2.5,9000000.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13,Pawnix,17,1157,8-Oct-21,20-May-22,25-Mar-22,Pet Products,Noise-cancelling headphones for nervous dogs,,Female,Middle,,,Kirsten Brand,0.0,3.43,150000.0,10.0,1500000.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13,MagicDates,17,1158,8-Oct-21,20-May-22,25-Mar-22,Food and Beverage,Date-based snack bites,,Female,Middle,,,Diana Jarrar,0.0,3.43,150000.0,10.0,1500000.0,1.0,150000.0,33.3,450450.0,1.0,150000.0,33.3,,,,,,,,,,,,,,,150000.0,33.3,,,,,,,,,,
13,Round21,17,1159,8-Oct-21,20-May-22,25-Mar-22,Fitness/Sports/Outdoors,Artistic sports gear and NFTs,,Female,Middle,,,Jasmine Maietta,0.0,3.43,250000.0,3.0,8333333.0,1.0,250000.0,10.0,2500000.0,1.0,250000.0,10.0,yes,,,,,,,,,,,,,,250000.0,10.0,,,,,,,,,,
13,ApollaPerformance,18,1160,8-Oct-21,20-May-22,1-Apr-22,Lifestyle/Home,Supportive compression socks with dancers in mind,,Female,Middle,,,Kaycee Jones and Brianne Zborowski,1.0,3.5,300000.0,15.0,2000000.0,1.0,300000.0,20.0,1500000.0,1.0,300000.0,20.0,,,,,,,,,300000.0,20.0,,,,,,,,,,,,,,,,
13,UMARO,18,1161,8-Oct-21,20-May-22,1-Apr-22,Food and Beverage,Bacon made from seaweed,,Female,Middle,,,Beth Zotter and Amanda Stiles,1.0,3.5,500000.0,2.0,25000000.0,1.0,1000000.0,7.0,14285714.0,1.0,1000000.0,7.0,,,,,,,1000000.0,7.0,,,,,,,,,,,,,,,,,,
13,FortMagic,18,1162,8-Oct-21,20-May-22,1-Apr-22,Children/Education,Fort-building kits for kids,,Female,Middle,,,Erika Pope,0.0,3.5,75000.0,15.0,500000.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13,NoLimbits,18,1163,8-Oct-21,20-May-22,1-Apr-22,Fashion/Beauty,Adaptive clothing for people with disabilities,,Female,Middle,,,Erica Cole,0.0,3.5,100000.0,6.0,1666667.0,1.0,100000.0,10.0,1000000.0,2.0,50000.0,5.0,,,,,,,50000.0,5.0,,,,,,,,,50000.0,5.0,Emma Grede,,,,,,,
13,LUCIDArt,19,1164,8-Oct-21,20-May-22,8-Apr-22,Uncertain/Other,camera lucida drawing tool,,Male,Middle,,,Les Cookson,0.0,3.76,300000.0,10.0,3000000.0,1.0,300000.0,15.0,2000000.0,1.0,300000.0,15.0,,,,,,,,,,,,,300000.0,15.0,,,,,,,,,,,,
13,SwiftPaws,19,1165,8-Oct-21,20-May-22,8-Apr-22,Pet Products,Professional and home lure coursing equipment for dogs,,Female,Middle,,,Meghan Wolfgram,0.0,3.76,240000.0,6.0,4000000.0,1.0,240000.0,6.0,4000000.0,1.0,240000.0,6.0,,,,,,,,,240000.0,6.0,,,,,,,,,,,,,,,,
13,BusyBox,19,1166,8-Oct-21,20-May-22,8-Apr-22,Business Services,Smart illuminated status signs,busyboxsign.com,Male,Middle,,,Steve Skillings and Conor Smith,1.0,3.76,200000.0,15.0,1333333.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13,DirtyCookie,19,1167,8-Oct-21,20-May-22,8-Apr-22,Food and Beverage,Cookie shot glasses for all beverages,,Female,Middle,,,Shahira Marei,0.0,3.76,500000.0,5.0,10000000.0,1.0,500000.0,25.0,2000000.0,1.0,500000.0,25.0,,,,,,,,,,,500000.0,25.0,,,,,,,,,,,,,,
13,CatAmazing,20,1168,8-Oct-21,20-May-22,15-Apr-22,Pet Products,Feeding puzzle toys for cats,,Male,Middle,,,Andrey Grigoryev,0.0,3.74,200000.0,10.0,2000000.0,1.0,200000.0,22.0,909091.0,1.0,200000.0,22.0,yes,,,,,,,,200000.0,22.0,,,,,,,,,,,,,,,,
13,LilAdvents,20,1169,8-Oct-21,20-May-22,15-Apr-22,Children/Education,Potty training chart and advent game,,Mixed Team,Middle,,,Mindy Wright and Brandon Wright,1.0,3.74,300000.0,15.0,2000000.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13,HairFin,20,1170,8-Oct-21,20-May-22,15-Apr-22,Fashion/Beauty,measuring tool for home haircuts,,Male,Middle,,,Tony Litwinowicz,0.0,3.74,25000.0,20.0,125000.0,1.0,25000.0,30.0,83333.0,1.0,25000.0,30.0,,,,,,,,,,,,,25000.0,30.0,,,,,,,,,,,,
13,Browndages,20,1171,8-Oct-21,20-May-22,15-Apr-22,Children/Education,Inclusive flesh-tone and character bandages,,Mixed Team,Middle,,,Intisar Bashir and Rashid Mahdi,1.0,3.74,75000.0,7.5,1000000.0,1.0,100000.0,25.0,400000.0,3.0,33333.33333,8.333333333,,,75000.0,,,,33333.333,8.333,33333.333,8.333,,,33333.333,8.333,,,,,,,,,,,,
13,CupBop,21,1172,8-Oct-21,20-May-22,2-May-22,Food and Beverage,Quick-service Korean barbecue in a cup,,Male,Middle,,,Jung Song and Dok Kwon,1.0,3.56,1000000.0,3.0,33333333.0,1.0,1000000.0,5.0,20000000.0,1.0,1000000.0,5.0,,,,,,,1000000.0,5.0,,,,,,,,,,,,,,,,,,
13,Plunge,21,1173,8-Oct-21,20-May-22,2-May-22,Health/Wellness,Cold plunge tubs,,Male,Middle,,,Michael Garrett and Ryan Duey,1.0,3.56,1200000.0,5.0,24000000.0,1.0,1200000.0,12.0,10000000.0,1.0,1200000.0,12.0,,,1200000.0,,,,,,,,1200000.0,12.0,,,,,,,,,,,,,,
13,HandyPan,21,1174,8-Oct-21,20-May-22,2-May-22,Food and Beverage,pan with a built-in strainer,,Male,Middle,,,Josh Conway and Adam Chaudry,1.0,3.56,100000.0,20.0,500000.0,1.0,100000.0,20.0,500000.0,1.0,100000.0,20.0,,,,,,,,,100000.0,20.0,,,,,,,,,,,,,,,,
13,HamptonAdams,21,1175,8-Oct-21,20-May-22,2-May-22,Fitness/Sports/Outdoors,Sports and athletic tapes,,Male,Middle,,,Seneca Hampton,0.0,3.56,500000.0,10.0,5000000.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13,PulpPantry,22,1176,8-Oct-21,20-May-22,2-May-22,Food and Beverage,Vegan snacks made from discarded produce pulp,,Female,Middle,,,Kaitlin Mogentale,0.0,3.62,500000.0,10.0,5000000.0,1.0,500000.0,17.0,2941176.0,1.0,500000.0,17.0,,,,,,,500000.0,17.0,,,,,,,,,,,,,,,,,,
13,KawaiiLightning,22,1177,8-Oct-21,20-May-22,6-May-22,Business Services,ring lights for influencers and content creators,,Mixed Team,Middle,,,Chloe Mae and Lan Bui,1.0,3.62,88000.0,22.0,400000.0,1.0,100000.0,22.0,454545.0,1.0,100000.0,22.0,yes,,,,100000.0,22.0,,,,,,,,,,,,,,,,,,,,
13,Pricklee,22,1178,8-Oct-21,20-May-22,6-May-22,Food and Beverage,Cactus water beverage,,Male,Middle,,,Kun Yank and Mo Hassoun,1.0,3.62,200000.0,5.0,4000000.0,1.0,200000.0,20.0,1000000.0,1.0,200000.0,20.0,,,200000.0,,200000.0,20.0,,,,,,,,,,,,,,,,,,,,
13,Ooakshell,22,1179,8-Oct-21,20-May-22,6-May-22,Fashion/Beauty,Hand-painted headbands with adjustable rings,,Female,Young,,,Mika Bertholdo,0.0,3.62,150000.0,10.0,1500000.0,1.0,150000.0,20.0,750000.0,1.0,150000.0,20.0,,,,,,,,,,,,,,,,,150000.0,20.0,Emma Grede,,,,,,,
13,Stryx,23,1180,8-Oct-21,20-May-22,13-May-22,Fashion/Beauty,Cosmetics and skincare for men,,Male,Middle,,,Devir Kahan and Jon Shanahan,1.0,3.34,600000.0,5.0,12000000.0,1.0,600000.0,10.0,6000000.0,1.0,600000.0,10.0,,,,,,,,,,,600000.0,10.0,,,,,,,,,,,,,,
13,Driftline,23,1181,8-Oct-21,20-May-22,13-May-22,Business Services,Board shorts lined with wetsuit material,,Male,Middle,,,Wes Horbatuck and Greg Orfe,1.0,3.34,100000.0,10.0,1000000.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13,Springer,23,1182,8-Oct-21,20-May-22,13-May-22,Pet Products,Travel water bottle/bowl for dogs,,Mixed Team,Middle,,,Griffin Ross and Shannon Ross,1.0,3.34,400000.0,6.0,6666667.0,1.0,400000.0,10.0,4000000.0,1.0,400000.0,10.0,,,,,,,,,400000.0,10.0,,,,,,,,,,,,,,,,
13,Chill-N-Reel,23,1183,8-Oct-21,20-May-22,13-May-22,Liquor/Alcohol,Beer koozie with a built-in fishing reel,,Male,Middle,,,"Chris Diede, Jake Rutledge, and Chase Terrell",1.0,3.34,300000.0,10.0,3000000.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
